"","team","competition","season","wprob","dprob","lprob"
"335","Leicester City","Premier League",2025,0.236884232425174,0.326437291848273,0.436678475726553
"336","Wolves","Premier League",2025,0.436678475726553,0.326437291848273,0.236884232425174
"337","Tottenham","Premier League",2025,0.00241674941226383,0.00874315255181397,0.988840098035922
"338","Liverpool","Premier League",2025,0.988840098035922,0.00874315255181397,0.00241674941226383
"339","Manchester City","Premier League",2025,0.79905876852045,0.145509742259139,0.0554314892204113
"340","Everton","Premier League",2025,0.0554314892204113,0.145509742259139,0.79905876852045
"341","Chelsea","Premier League",2025,0.207383536308564,0.247997808533865,0.544618655157571
"342","Fulham","Premier League",2025,0.544618655157571,0.247997808533865,0.207383536308564
"343","Southampton","Premier League",2025,0.27151852594902,0.247612212074153,0.480869261976828
"344","West Ham","Premier League",2025,0.480869261976828,0.247612212074153,0.27151852594902
"345","Bournemouth","Premier League",2025,0.650697979889774,0.250685442803301,0.0986165773069256
"346","Crystal Palace","Premier League",2025,0.0986165773069256,0.250685442803301,0.650697979889774
"347","Newcastle Utd","Premier League",2025,0.917370885127323,0.0683820321081159,0.0142470827645611
"348","Aston Villa","Premier League",2025,0.0142470827645611,0.0683820321081159,0.917370885127323
"349","Nott'ham Forest","Premier League",2025,0.408348760942889,0.310077920391144,0.281573318665967
"350","Tottenham","Premier League",2025,0.281573318665967,0.310077920391144,0.408348760942889
"351","Wolves","Premier League",2025,0.480227707529728,0.363591850447603,0.156180442022669
"352","Manchester Utd","Premier League",2025,0.156180442022669,0.363591850447603,0.480227707529728
"353","Liverpool","Premier League",2025,0.832497514259614,0.13741254103679,0.0300899447035961
"354","Leicester City","Premier League",2025,0.0300899447035961,0.13741254103679,0.832497514259614
"355","Brighton","Premier League",2025,0.408053720719912,0.288526672938291,0.303419606341797
"356","Brentford","Premier League",2025,0.303419606341797,0.288526672938291,0.408053720719912
"357","Arsenal","Premier League",2025,0.878067983226127,0.110043996123416,0.0118880206504569
"358","Ipswich Town","Premier League",2025,0.0118880206504569,0.110043996123416,0.878067983226127
"359","Leicester City","Premier League",2025,0.354743205073386,0.286064123134587,0.359192671792028
"360","Manchester City","Premier League",2025,0.359192671792028,0.286064123134587,0.354743205073386
"361","Tottenham","Premier League",2025,0.778545859977959,0.156106783871132,0.0653473561509088
"362","Wolves","Premier League",2025,0.0653473561509088,0.156106783871132,0.778545859977959
"363","Fulham","Premier League",2025,0.192829656675809,0.230265646719625,0.576904696604566
"364","Bournemouth","Premier League",2025,0.576904696604566,0.230265646719625,0.192829656675809
"365","Everton","Premier League",2025,0.150463293990398,0.252477964841675,0.597058741167927
"366","Nott'ham Forest","Premier League",2025,0.597058741167927,0.252477964841675,0.150463293990398
"367","Crystal Palace","Premier League",2025,0.605813087807976,0.237944917037161,0.156241995154863
"368","Southampton","Premier League",2025,0.156241995154863,0.237944917037161,0.605813087807976
"369","West Ham","Premier League",2025,0.0113164027297465,0.0522022825235205,0.936481314746733
"370","Liverpool","Premier League",2025,0.936481314746733,0.0522022825235205,0.0113164027297465
